scientificName,Subgenus
Eucalyptus dwyeri -- morrisii,Symphyomyrtus
Eucalyptus dwyeri -- vicina,Symphyomyrtus
Eucalyptus crebra -- siderophloia,Symphyomyrtus
Eucalyptus microcarpa -- pilligaensis,Symphyomyrtus
Eucalyptus ravida -- salubris,Symphyomyrtus
Eucalyptus burracoppinensis -- oldfieldii,Symphyomyrtus
Eucalyptus fraseri subsp. fraseri -- spreta,Symphyomyrtus
Eucalyptus leptocalyx -- scyphocalyx,Symphyomyrtus
Eucalyptus largiflorens -- populnea subsp. bimbil,Symphyomyrtus
Eucalyptus interstans -- prava,Symphyomyrtus
Eucalyptus ravida -- tortilis,Symphyomyrtus
Eucalyptus socialis -- yalatensis,Symphyomyrtus
Eucalyptus gillii -- socialis,Symphyomyrtus
Eucalyptus eucentrica -- yumbarrana x peeneri,Symphyomyrtus
Eucalyptus eucentrica -- yumbarrana,Symphyomyrtus
Eucalyptus grandis -- saligna,Symphyomyrtus
Eucalyptus clelandii -- lesouefii,Symphyomyrtus
Eucalyptus spathulata -- vegrandis,Symphyomyrtus
Eucalyptus angulosa -- costata subsp. costata,Symphyomyrtus
Eucalyptus conglobata -- diacolpica,Symphyomyrtus
Eucalyptus leptamba -- quadrans,Symphyomyrtus
Eucalyptus histophylla -- tumida,Symphyomyrtus
Eucalyptus diptera -- salubris,Symphyomyrtus
Eucalyptus albens -- moluccana,Symphyomyrtus
Eucalyptus austrina -- dissimulata subsp. dissimulata,Symphyomyrtus
Eucalyptus longirostrata -- propinqua,Symphyomyrtus
Eucalyptus falcata subsp. kalganicola -- goniantha subsp. gon,Symphyomyrtus
Eucalyptus platycorys -- scyphocalyx subsp. scyphocalyx,Symphyomyrtus
Eucalyptus dissimulata -- mesodme,Symphyomyrtus
Eucalyptus platycorys -- scyphocalyx subsp. triadica,Symphyomyrtus
Eucalyptus aspratilis -- sporadica,Symphyomyrtus
Eucalyptus hypochlamydea -- stanbergiana,Symphyomyrtus
Eucalyptus gratiae -- loxophleba subsp. lissophloia,Symphyomyrtus
Eucalyptus argyphea -- ornata,Symphyomyrtus
Eucalyptus bancroftii -- seeana,Symphyomyrtus
Eucalyptus salubris -- tortilis,Symphyomyrtus
Eucalyptus diptera -- tortilis,Symphyomyrtus
Eucalyptus pileata -- tenuis,Symphyomyrtus
Eucalyptus ovata -- yarraensis,Symphyomyrtus
Eucalyptus chloroclada -- dealbata,Symphyomyrtus
Eucalyptus notabilis -- (resinifera subsp. hemilampra -- subs,Symphyomyrtus
Eucalyptus subcrenulata -- vernicosa,Symphyomyrtus
Eucalyptus resinifera subsp. resinifera -- scias subsp. calli,Symphyomyrtus
Eucalyptus resinifera subsp. hemilampra -- subsp. resinifera,Symphyomyrtus
Eucalyptus subangusta subsp. pusilla -- subangusta subsp. sub,Symphyomyrtus
Eucalyptus longicornis -- oleosa subsp. repleta,Symphyomyrtus
Eucalyptus eremicola -- peeneri,Symphyomyrtus
Eucalyptus eremicola -- sublucida,Symphyomyrtus
Eucalyptus eremicola -- trichopoda,Symphyomyrtus
Eucalyptus kochii -- plenissima,Symphyomyrtus
Eucalyptus peeneri -- sublucida,Symphyomyrtus
Eucalyptus fusiformis -- tetrapleura,Symphyomyrtus
Eucalyptus dalrympleana subsp. dalrympleana -- subsp. viminal,Symphyomyrtus
Eucalyptus brownii -- populnea subsp. populnea,Symphyomyrtus
Eucalyptus dura -- suffulgens,Symphyomyrtus
Eucalyptus cacuminalis -- xerothermica,Symphyomyrtus
Eucalyptus ochrophloia -- thozetiana,Symphyomyrtus
Eucalyptus leucoxylon subsp. leucoxylon -- megalocarpa,Symphyomyrtus
Eucalyptus continens -- suggrandis subsp. alipes,Symphyomyrtus
Eucalyptus continens -- suggrandis subsp. (alipes -- suggrand,Symphyomyrtus
Eucalyptus glaucina -- tereticornis,Symphyomyrtus
Eucalyptus lehmannii subsp. parallela -- subsp. lehmannii,Symphyomyrtus
